,id,name,host_id,City,host_name,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,Construction year,cancellation_policy,country,instant_bookable,price,review rate number,room type,service_fee
169,68900,Bright Beautiful Brooklyn,343250,New York,Jason,30,7,10-26-2019,1,249,2004.0,moderate,United States,False,330.0,2.0,Private room,66.0
170,68974,Unique spacious loft on the Bowery,281229,New York,Alicia,2,234,07-21-2022,1,65,2018.0,flexible,United States,False,225.0,5.0,Private room,45.0
171,69894,"Nice renovated apt, prime location!",352168,New York,Silvia,30,59,06-01-2022,1,5,2010.0,strict,United States,True,839.0,3.0,Entire home/apt,168.0
172,42300,Beautiful Lower East Side Loft,184755,New York,Koray,5,71,08-02-2022,1,261,2020.0,strict,United States,True,817.0,1.0,Private room,163.0
173,42882,New York room with a view,185978,New York,Newyorkroomwithaview,5,178,08-04-2022,1,265,2013.0,strict,United States,False,52.0,5.0,Entire home/apt,10.0
174,43105,Studio 3 blocks from Empire State Building,188082,New York,Thomas,30,4,04-21-2018,1,219,2005.0,moderate,United States,False,1198.0,5.0,Private room,240.0
175,44973,Creative South Williamsburg Studio,198411,New York,Anastasia,30,126,08-07-2022,1,112,2008.0,strict,United States,True,613.0,5.0,Private room,123.0
176,71010,"All That Jazz: Bed, Book & Beyond",361855,New York,Kurt,4,36,05-22-2022,2,305,2016.0,strict,United States,True,409.0,1.0,Private room,82.0
177,71248,Bright and lovely 1-bdrm LES apt w/ balcony,363834,New York,Jennifer,28,58,07-16-2022,2,64,2022.0,strict,United States,True,410.0,2.0,Entire home/apt,82.0
178,150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,726333,New York,Peter,4,38,08-22-2022,1,36,2021.0,moderate,United States,False,229.0,5.0,Entire home/apt,46.0
179,71366,Beautiful One Bed West Village - 4 Month Special,364955,New York,Ruperto,30,44,05-22-2022,1,341,2017.0,moderate,United States,False,1060.0,4.0,Entire home/apt,212.0
180,45542,Clean and Cozy Harlem Apartment,202249,New York,Campbell,30,18,12-17-2018,1,0,2006.0,moderate,United States,False,1046.0,4.0,Entire home/apt,209.0
181,45556,"Fort Greene, Brooklyn: Center Bedroom",67778,New York,Doug,2,339,09-02-2022,3,118,2010.0,strict,United States,False,114.0,4.0,Entire home/apt,23.0
182,150989,"Sunlit 1 bedroom apt: Williamsburg, Brooklyn",727084,New York,Daniela,30,19,02-06-2022,1,0,2016.0,moderate,United States,True,424.0,3.0,Private room,85.0
183,71384,Gigantic Private Brooklyn Loft!,365153,New York,Ben,1,50,05-13-2014,1,0,2016.0,flexible,United States,False,435.0,4.0,Private room,87.0
184,151199,Clean Astoria-Private Home NYC,722320,New York,Gladys,2,507,08-29-2022,1,252,2016.0,strict,United States,False,945.0,3.0,Private room,189.0
185,71812,Condo Apartment with Laundry and Assigned Parking,369015,New York,Thai,30,15,07-22-2022,2,249,2019.0,flexible,United States,True,67.0,5.0,Shared room,13.0
186,152263,Cozy apartment in a brownstone,732535,New York,William,2,299,08-20-2022,3,278,2012.0,strict,United States,True,590.0,4.0,Private room,118.0
187,72190,1BR: See Central Park from Terrace!,373085,New York,Hudson,30,37,02-15-2019,1,0,2016.0,flexible,United States,False,365.0,3.0,Entire home/apt,73.0
188,170420,The Happy home!,812814,New York,Lena,30,15,02-15-2016,1,0,2011.0,strict,United States,True,314.0,2.0,Entire home/apt,63.0
189,153780,Private E. Village Townhouse Stay,739499,New York,Donna,3,211,08-25-2022,1,231,2003.0,moderate,United States,True,1139.0,4.0,Entire home/apt,228.0
190,72265,"Private, Cozy 1-BR Railroad Flat in Greenpoint",340692,New York,Vanessa,5,35,09-28-2021,1,0,2009.0,moderate,United States,False,638.0,1.0,Entire home/apt,128.0
191,74333,Alcove Studio w/ outdoor Patio Deck,331328,New York,Amir,30,38,06-30-2022,2,286,2014.0,moderate,United States,False,1051.0,1.0,Private room,210.0
192,154934,Harlem/Hamilton Heights Cozy Room,745069,New York,Kimberly,30,38,05-08-2018,2,341,2015.0,flexible,United States,False,164.0,3.0,Entire home/apt,33.0
193,74438,Luxury HiRise XL 1BR Skyline views,391553,New York,James,30,52,11-18-2014,1,218,2020.0,strict,United States,True,586.0,5.0,Entire home/apt,117.0
194,74680,One Bedroom Mini studio - Free WIFI,265109,New York,Nazleen,7,237,07-27-2022,1,301,2008.0,flexible,United States,True,1057.0,5.0,Private room,211.0
195,157673,Large  Loft Style  Studio  Space,757166,New York,Tokunbo,30,92,11-06-2020,1,235,2005.0,flexible,United States,True,546.0,3.0,Private room,109.0
196,171562,Chelsea studio with balcony & views,60923,New York,Omri,60,26,07-06-2022,1,2,2004.0,moderate,United States,True,88.0,5.0,Private room,18.0
197,158061,Hancock Town House!-Stuyvesant Mews,758441,New York,Fred,30,27,10-08-2017,4,365,2012.0,strict,United States,False,833.0,3.0,Entire home/apt,167.0
198,159913,"Chelsea living, 2BR best location",759883,New York,Kaye,30,27,12-16-2019,2,218,2011.0,moderate,United States,False,440.0,3.0,Private room,88.0
199,171978,Bright spacious brooklyn apt,820011,New York,Ike,7,8,10-16-2012,2,286,2011.0,moderate,United States,True,1181.0,2.0,Entire home/apt,236.0
200,74821,Deluxe Harlem 2 Bedroom,394640,New York,Keith,30,47,01-03-2019,1,90,2010.0,flexible,United States,False,923.0,3.0,Entire home/apt,185.0
201,74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,New York,Allison,30,3,10-30-2019,1,0,2014.0,flexible,United States,True,858.0,2.0,Entire home/apt,172.0
202,162493,Prime Williamsburg 3 BR with Deck,776490,New York,Andres,6,47,06-18-2022,1,119,2022.0,moderate,United States,False,413.0,5.0,Entire home/apt,83.0
203,75635,Bright Cozy Chinatown Studio Apt.,401696,New York,Patricia,3,350,08-22-2022,1,245,2013.0,strict,United States,True,972.0,1.0,Entire home/apt,194.0
204,77517,Room in Willyburg Loft (Only Long Stays),415660,New York,Carmen,28,3,07-23-2012,3,336,2005.0,strict,United States,True,346.0,5.0,Entire home/apt,69.0
205,173151,spacious room,826459,New York,Jane,30,262,03-08-2020,1,23,2010.0,flexible,United States,False,152.0,4.0,Private room,30.0
206,174966,Luxury 2Bed/2.5Bath Central Park View,836168,New York,Henry,30,26,01-20-2016,11,364,2021.0,moderate,United States,False,619.0,5.0,Private room,124.0
207,162508,Beautiful Brooklyn Oasis,776645,New York,Placid,30,28,09-23-2019,1,0,2003.0,strict,United States,False,557.0,4.0,Private room,111.0
208,175470,800 sq foot 2 bedroom apt (Monthly Only),838704,New York,Thomas,31,5,10-17-2012,2,365,2010.0,strict,United States,True,177.0,2.0,Private room,35.0
209,242643,"Spacious 1br, Sleeps 4 comfortably, dishwasher, TV",1273825,New York,Lauryn,2,49,06-30-2022,1,308,2020.0,flexible,United States,False,836.0,1.0,Entire home/apt,167.0
210,166006,Nice Manhattan Apt Near Central Park and Subway,791287,New York,Giancarlo,31,191,08-18-2022,1,85,2007.0,strict,United States,False,181.0,4.0,Private room,36.0
211,245544,NY/ Big Room for 2 near Manhattan,1260921,New York,Victor,3,114,04-20-2022,2,257,2010.0,flexible,United States,True,913.0,5.0,Private room,183.0
212,177495,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",848960,New York,Amit,30,5,06-24-2019,1,0,2014.0,moderate,United States,False,556.0,4.0,Private room,111.0
213,177606,Spacious Private Jr. One Bedroom Near NYU Hospital,849492,New York,Kathrine,10,115,08-16-2022,1,314,2016.0,moderate,United States,True,67.0,2.0,Private room,13.0
214,166172,Private Stay In Peaceful Artist Apartment,792159,New York,Wanda,30,62,09-29-2019,1,0,2003.0,moderate,United States,False,253.0,5.0,Private room,51.0
215,179670,High-end doorman bldg in the LES,21475,New York,Milan,3,127,07-30-2022,1,62,2021.0,flexible,United States,False,710.0,4.0,Entire home/apt,142.0
216,182069,Cozy studio Apartment in Upper East,39260,New York,Mat,30,121,07-31-2022,1,310,2005.0,moderate,United States,False,783.0,3.0,Private room,157.0
217,245574,Brooklyn Brownstone apartment,1288460,New York,Al-,3,245,08-23-2022,1,276,2014.0,flexible,United States,False,760.0,3.0,Private room,152.0
218,166983,"3 BR, Beautiful Brooklyn Duplex",795640,New York,Jilly,30,6,08-08-2015,1,0,2013.0,strict,United States,True,749.0,4.0,Entire home/apt,150.0
219,246351,"Sweet Apt, Steps From Gramercy Park",1292250,New York,Jerry,1,5,08-17-2015,1,0,2021.0,strict,United States,True,565.0,1.0,Entire home/apt,113.0
220,182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,New York,Christian & Carla,2,328,08-20-2022,2,320,2021.0,flexible,United States,False,567.0,5.0,Private room,113.0
221,168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,New York,Sara,30,118,08-03-2022,1,72,2022.0,moderate,United States,True,644.0,2.0,Entire home/apt,129.0
222,169306,Affordable & Cozy,806214,New York,Vanessa,7,157,08-12-2022,1,257,2021.0,strict,United States,False,500.0,1.0,Private room,100.0
223,187986,Comfort at Crossroads of Downtown,904833,New York,Daniel,30,2,08-28-2015,1,0,2021.0,strict,United States,False,1114.0,4.0,Entire home/apt,223.0
224,247562,ROOM WHITH PRÍVATE BATHROOM,1234135,New York,Santiago,3,42,08-23-2022,3,348,2021.0,moderate,United States,False,581.0,1.0,Private room,116.0
225,169464,Creative Vintage Loft in S. Williamsburg,806774,New York,Ali & SweetPea,30,98,03-18-2020,2,5,2016.0,moderate,United States,False,353.0,4.0,Entire home/apt,71.0
226,280315,Crown Height's Brooklyn Cozy Apt,1151818,New York,Gabrielle,30,26,10-31-2014,1,0,2012.0,moderate,United States,True,680.0,4.0,Entire home/apt,136.0
227,248966,bklyn private bedroom bathroom lux,1304390,New York,Barry,30,43,08-31-2017,2,341,2007.0,moderate,United States,True,441.0,2.0,Entire home/apt,88.0
228,249414,Large & bright 900ft² 1br in WV,1306587,New York,Andy,4,6,06-28-2017,1,0,2022.0,flexible,United States,False,357.0,5.0,Entire home/apt,71.0
229,188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,New York,Leslie,30,63,01-12-2018,1,0,2005.0,strict,United States,True,128.0,1.0,Entire home/apt,26.0
230,281521,Amazing West Village 2br,70614,New York,Vimal,30,1,10-02-2012,1,0,2009.0,strict,United States,False,924.0,2.0,Private room,185.0
231,281851,Beautiful Private Bedroom - Downstairs,1469036,New York,Tw,5,121,06-08-2022,1,258,2009.0,strict,United States,False,186.0,4.0,Entire home/apt,37.0
232,189135,Hell's Kitchen Funky 80s Hideaway!,179020,New York,Michael,2,101,12-28-2019,1,307,2011.0,flexible,United States,True,80.0,3.0,Private room,16.0
233,189181,Room in Chic Modern High Line Luxury- New!,912541,New York,David,30,1,04-20-2014,1,0,2005.0,moderate,United States,False,709.0,2.0,Entire home/apt,142.0
234,249618,At a very nice area in the WestSide,1307773,New York,Karina,60,4,07-03-2015,1,0,2022.0,moderate,United States,False,473.0,2.0,Entire home/apt,95.0
235,249704,"Sunny, Modern 1 BR in Williamsburg",966806,New York,Mary And Charles,30,21,01-06-2022,1,164,2015.0,flexible,United States,False,466.0,1.0,Private room,93.0
236,282443,QT STUDIO FOR ROMANTIC COUPLES,36897,New York,Lydia,30,77,05-01-2022,1,82,2021.0,strict,United States,True,228.0,1.0,Private room,46.0
237,250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,New York,Christy,30,49,12-03-2014,1,0,2012.0,flexible,United States,True,629.0,1.0,Private room,126.0
238,189732,Family & Friends In New York City,489400,New York,O'Dell,3,273,08-05-2022,1,298,2014.0,strict,United States,False,520.0,1.0,Private room,104.0
239,282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,New York,Diana,4,284,08-01-2022,1,299,2012.0,strict,United States,True,476.0,3.0,Entire home/apt,95.0
240,189787,Spacious & Comfy BK Brownstone,915640,New York,Sundiata,30,103,01-01-2020,1,0,2014.0,strict,United States,True,892.0,4.0,Entire home/apt,178.0
241,250536,The Lenox in Harlem,1313306,New York,Yvette,30,11,09-25-2017,2,280,2003.0,moderate,United States,False,523.0,4.0,Entire home/apt,105.0
242,283550,Hells Kitchen Ground Fl 1-bedroom,1476954,New York,Jose,30,10,04-21-2019,1,0,2010.0,flexible,United States,True,145.0,5.0,Private room,29.0
243,251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,New York,Carol,2,164,08-26-2022,1,297,2006.0,moderate,United States,False,464.0,2.0,Entire home/apt,93.0
244,190267,Large Luxury Upper East Side Studio,918866,New York,Marina,30,45,09-03-2022,1,83,2009.0,moderate,United States,True,396.0,4.0,Entire home/apt,79.0
245,286662,Charming Brooklyn Studio,1491538,New York,Erika,3,310,09-06-2022,1,244,2007.0,flexible,United States,True,119.0,3.0,Private room,24.0
246,190968,Lovely Brooklyn Brownstone 1BR!,922922,New York,Karen,3,37,12-28-2019,1,0,2012.0,flexible,United States,True,244.0,1.0,Entire home/apt,49.0
247,252865,"""BEST PLACE TO LIVE"" in NYC, North Park Slope",194457,New York,Grace,30,5,11-02-2019,1,0,2017.0,strict,United States,True,697.0,1.0,Private room,139.0
248,286838,Private Room in Brownstone,1492339,New York,Karin,30,101,10-31-2015,1,0,2018.0,moderate,United States,False,196.0,2.0,Private room,39.0
249,253590,Upper west gem,1331850,New York,G,30,23,09-17-2021,1,173,2009.0,strict,United States,False,510.0,1.0,Entire home/apt,102.0
250,287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,New York,Jameelah,30,49,08-03-2022,2,209,2017.0,strict,United States,False,1159.0,4.0,Entire home/apt,232.0
251,253988,Fort Greene 1 Bdrm w Private Access & Private Bath,136962,New York,Li,7,3,06-24-2022,1,0,2006.0,flexible,United States,True,361.0,2.0,Private room,72.0
252,254409,Husband & Wife Art-Filled Apartment,1336542,New York,Mark Elijah,1,2,01-13-2014,1,0,2015.0,strict,United States,True,1090.0,5.0,Entire home/apt,218.0
253,255476,VEGAN LONGTERM SHARE GORGEOUS 2b/2ba PRIME WBURG!,1302029,New York,Bree,30,34,03-21-2022,1,126,2004.0,moderate,United States,True,486.0,2.0,Private room,97.0
254,190974,Beautiful Grdn. Apt. in Park Slope,874471,New York,Alan,3,263,09-06-2022,1,230,2005.0,flexible,United States,False,588.0,4.0,Private room,118.0
255,191610,Presence Guest Room - Chelsea NYC,927028,New York,Tony,3,95,08-18-2022,1,12,2004.0,flexible,United States,False,779.0,3.0,Entire home/apt,156.0
256,287408,Lovely Hell's Kitchen Studio...,1495090,New York,Carey,30,74,10-23-2021,1,35,2007.0,strict,United States,False,1114.0,4.0,Entire home/apt,223.0
257,255601,Cozy Renovated 2 Bedroom Apartment 20min from City,1343630,New York,Antonio,4,215,08-25-2022,1,299,2017.0,moderate,United States,False,676.0,3.0,Entire home/apt,135.0
258,287845,Carroll Gardens Gem-2BD with Garden,1496847,New York,Paul & Ewa,30,127,07-09-2022,1,288,2006.0,moderate,United States,False,674.0,1.0,Private room,135.0
259,255957,RARE! Best Location! Doorman! Views! Gym! Terrace!,506779,New York,Claudia,30,29,07-01-2022,2,313,2015.0,strict,United States,True,578.0,3.0,Private room,116.0
260,257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,New York,Jaime,30,37,04-30-2022,1,298,2009.0,flexible,United States,True,1025.0,1.0,Entire home/apt,205.0
261,258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,New York,Chad,4,57,05-22-2022,1,0,2016.0,moderate,United States,True,1112.0,1.0,Private room,222.0
262,258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,New York,Andrea,365,10,10-26-2014,1,0,2003.0,strict,United States,False,1067.0,3.0,Entire home/apt,213.0
263,195123,"Cheerful, comfortable room",940724,New York,Susan,30,232,01-11-2020,1,342,2003.0,flexible,United States,False,488.0,5.0,Private room,98.0
264,288726,Cozy Railroad Apt.,107853,New York,Flo,4,58,09-07-2021,1,0,2019.0,moderate,United States,False,417.0,4.0,Entire home/apt,83.0
265,195233,Precautions You Didn't Think Of? By Prospect Park!,949221,New York,Dennis,1,59,01-02-2020,2,0,2010.0,moderate,United States,False,613.0,5.0,Entire home/apt,123.0
266,258740,Spacious room in beautiful apt!,1360043,New York,Adrienne,1,143,06-30-2018,1,0,2014.0,moderate,United States,True,1105.0,4.0,Entire home/apt,221.0
267,289020,Sunny 1BR Center of East Village!,347036,New York,Jasmine,30,15,08-29-2018,1,0,2022.0,flexible,United States,False,968.0,2.0,Entire home/apt,194.0
268,258838,"Oceanview,close to Manhattan",1360198,New York,Marina,2,54,08-31-2022,2,349,2019.0,moderate,United States,False,1038.0,5.0,Entire home/apt,208.0
269,197931,Tree-lined Street 5 min to Times Sq,965453,New York,Karolina,3,97,08-17-2022,1,0,2021.0,moderate,United States,False,188.0,2.0,Entire home/apt,38.0
270,197942,"Private, Comfy, Cozy, Brooklyn close to Manhattan",289135,New York,Toni,7,237,08-21-2022,1,256,2021.0,flexible,United States,True,134.0,5.0,Entire home/apt,27.0
271,198028,#7 train at your door/ next stop MIDTOWN,965976,New York,Jaymes,75,16,10-01-2013,1,242,2017.0,flexible,United States,False,1148.0,3.0,Entire home/apt,230.0
272,289665,Decorators 5-Star Flat West Village,1503831,New York,Elle,20,157,08-11-2016,1,0,2012.0,moderate,United States,False,631.0,1.0,Private room,126.0
273,198478,"""Crow's Nest"" Private Bed/Bath UES!",968805,New York,Lennay,30,40,08-13-2022,1,10,2003.0,flexible,United States,True,810.0,2.0,Entire home/apt,162.0
274,258930,"Large, Art & Light Filled Apartment Downtown NYC",32613,New York,Diana,30,4,06-20-2013,1,0,2022.0,flexible,United States,False,57.0,5.0,Private room,11.0
275,289703,Beautiful SoHo Luxury Apartment,815741,New York,Geoff,30,8,11-26-2016,1,0,2022.0,moderate,United States,True,59.0,5.0,Private room,12.0
276,292324,"""True Love"" Room W Private Entrance In Midtown",361254,New York,Kyra,30,6,01-10-2016,1,87,2008.0,moderate,United States,True,461.0,3.0,Entire home/apt,92.0
277,260672,Private Cozy Studio apartment / 20min taxi to JFK,1360296,New York,Maria Daniela,3,43,06-13-2022,2,326,2004.0,flexible,United States,True,1019.0,1.0,Entire home/apt,204.0
278,260755,Tribeca Artist Loft 1000 sq/feet,1366070,New York,Rad,7,29,08-08-2022,1,164,2010.0,moderate,United States,True,1038.0,3.0,Private room,208.0
279,199312,Sunny Space in Williamsburg,973438,New York,Susanne,5,288,03-07-2020,1,190,2017.0,moderate,United States,False,1156.0,5.0,Entire home/apt,231.0
280,294250,Beautiful New Garden Apartment,45682,New York,Irina,6,125,08-01-2022,1,0,2015.0,moderate,United States,False,938.0,2.0,Entire home/apt,188.0
281,261259,Apartment in Best location in NYC,1370358,New York,Keiko,7,11,05-27-2015,1,0,2011.0,flexible,United States,True,256.0,5.0,Entire home/apt,51.0
282,295231,"Sunny, clean br available",1387286,New York,Felicia,30,1,03-24-2014,2,0,2010.0,flexible,United States,False,683.0,3.0,Private room,137.0
283,200955,Stylish East Village Flat,568325,New York,Simone,30,22,12-31-2020,1,98,2013.0,flexible,United States,False,640.0,1.0,Private room,128.0
284,295998,Panoramic View Central Park & NYC,568585,New York,Alan,30,54,07-31-2022,1,70,2022.0,moderate,United States,True,463.0,5.0,Entire home/apt,93.0
285,261674,Chelsea/West Village - 2bdrm apt,1372786,New York,Lindsey,30,20,04-01-2017,1,0,2005.0,strict,United States,False,429.0,1.0,Entire home/apt,86.0
286,296361,Nice Private Room Beauty in Queens,1528912,New York,Weiwei,30,63,05-18-2019,2,0,2003.0,moderate,United States,False,1154.0,1.0,Private room,231.0
